CustomerID,total_spend,num_invoices,num_unique_items,recency_days,country,saw_discount,purchased_again
12407.0,1708.1200000000001,5,57,49,Belgium,0,0
12408.0,2842.57,9,81,32,Belgium,0,1
12409.0,11056.93,7,91,78,Switzerland,0,0
12410.0,681.0799999999999,3,26,300,Switzerland,1,0
12412.0,1226.88,3,43,74,Denmark,1,0
12413.0,694.15,5,29,66,France,0,0
12414.0,562.41,3,16,216,Austria,1,0
12415.0,123725.45,26,444,23,Australia,0,1
12417.0,3578.8,12,158,2,Belgium,0,1
12418.0,668.58,1,34,112,Switzerland,1,0
12420.0,600.39,1,29,63,Cyprus,1,0
12421.0,806.27,5,33,15,Spain,0,1
12422.0,803.5600000000001,3,39,95,Australia,1,0
12423.0,1849.11,9,97,0,Belgium,0,1
12424.0,1760.96,2,30,162,Australia,1,0
12425.0,777.2,1,36,77,Portugal,1,0
12426.0,582.73,1,30,194,Germany,1,0
12427.0,708.37,5,26,11,Germany,0,1
12428.0,7877.2,12,258,25,Finland,0,1
12429.0,3750.4,4,82,8,Denmark,0,1
12430.0,256.4,1,11,42,Norway,1,0
12431.0,6416.39,18,163,35,Australia,0,1
12432.0,5059.32,5,107,42,Norway,0,0
12433.0,13375.87,7,219,0,Norway,0,1
12434.0,765.19,4,49,84,Australia,0,0
12435.0,7829.89,2,31,79,Denmark,1,0
12436.0,509.01,1,16,99,Norway,1,0
12437.0,4896.66,19,119,1,France,0,1
12438.0,2906.85,2,84,13,Norway,1,1
12441.0,173.55,1,11,366,France,1,0
12442.0,172.06,1,12,2,Spain,1,1
12444.0,5005.46,5,138,20,Norway,0,1
12445.0,133.4,1,4,21,Spain,1,1
12446.0,1002.3100000000001,1,58,57,RSA,1,0
12447.0,476.49,1,26,242,Belgium,1,0
12448.0,449.45,1,22,43,Spain,1,0
12449.0,4067.29,4,118,21,Belgium,0,1
12450.0,197.88,2,7,155,Spain,1,0
12451.0,8933.52,6,265,10,Switzerland,0,1
12452.0,428.57,3,21,16,Switzerland,1,1
12453.0,707.09,1,43,133,Austria,1,0
12454.0,5.684341886080802e-14,2,15,52,Spain,1,0
12455.0,2466.86,6,85,72,Cyprus,0,0
12456.0,3153.89,4,105,43,Switzerland,0,0
12457.0,1917.78,12,53,57,Switzerland,0,0
12458.0,947.4,2,35,70,Switzerland,1,0
12461.0,826.88,2,35,93,Switzerland,1,0
12462.0,1124.01,4,51,1,Spain,0,1
12463.0,1303.63,7,66,45,Belgium,0,0
12464.0,1212.05,8,6,9,Belgium,0,1
12465.0,733.89,3,46,7,Belgium,1,1
12468.0,724.0400000000001,3,36,142,Germany,1,0
12471.0,18740.92,49,152,1,Germany,0,1
12472.0,6229.48,13,226,30,Germany,0,1
12473.0,2848.23,9,140,28,Germany,0,1
12474.0,7116.47,30,253,16,Germany,0,1
12475.0,723.38,1,36,53,Germany,1,0
12476.0,6546.58,20,177,0,Germany,0,1
12477.0,13117.01,9,192,22,Germany,0,1
12478.0,680.99,1,36,3,Greece,1,1
12479.0,477.3,3,31,3,Germany,1,1
12480.0,3281.63,4,129,27,Germany,0,1
12481.0,5590.86,11,150,22,Germany,0,1
12483.0,2327.13,13,46,16,Sweden,0,1
12484.0,4495.27,8,256,32,Spain,0,1
12488.0,1298.66,3,46,9,France,1,1
12489.0,334.93,1,15,335,France,1,0
12490.0,5417.93,10,131,4,France,0,1
12491.0,460.40000000000003,1,25,38,France,1,0
12492.0,263.21000000000004,2,19,62,Germany,1,0
12493.0,416.79,3,20,165,France,1,0
12494.0,1139.3500000000001,13,63,9,France,0,1
12497.0,1043.1,1,14,81,Germany,1,0
12498.0,403.70000000000005,3,21,20,Germany,1,1
12500.0,4206.27,13,34,22,Germany,0,1
12501.0,2089.68,2,149,314,Germany,1,0
12502.0,3723.87,5,102,95,Spain,0,0
12503.0,-1126.0,1,1,337,Spain,1,0
12504.0,114.0,4,6,17,Germany,0,1
12505.0,-4.5,1,1,300,Italy,1,0
12506.0,73.5,1,23,232,France,1,0
12507.0,1258.06,4,19,133,Spain,0,0
12508.0,398.27,2,57,25,France,1,1
12509.0,176.5,1,7,283,France,1,0
12510.0,982.5699999999999,2,29,142,Spain,1,0
12512.0,138.03,2,31,65,Israel,1,0
12513.0,586.79,2,35,84,France,1,0
12514.0,1017.68,1,51,266,Italy,1,0
12515.0,383.7,1,16,352,Italy,1,0
12516.0,1312.06,2,20,77,Germany,1,0
12517.0,2464.89,6,232,27,Germany,0,1
12518.0,2056.89,5,84,0,Germany,0,1
12519.0,340.84,1,17,63,Germany,1,0
12520.0,2582.51,6,121,78,Germany,0,0
12521.0,599.68,1,38,142,Germany,1,0
12522.0,192.72,2,11,38,Germany,1,0
12523.0,1745.57,13,84,1,France,0,1
12524.0,4485.72,8,113,8,Germany,0,1
12526.0,1316.66,3,64,0,Germany,1,1
12527.0,348.71000000000004,3,18,81,Germany,1,0
12528.0,1922.28,8,50,8,Germany,0,1
12530.0,1623.63,5,51,59,Germany,0,0
12531.0,125.22,1,17,14,Germany,1,1
12532.0,349.83000000000004,1,16,29,France,1,1
12534.0,1089.18,1,63,130,Germany,1,0
12535.0,716.35,2,28,91,France,1,0
12536.0,4106.82,5,260,7,France,0,1
12538.0,363.95,1,21,28,Spain,1,1
12539.0,3852.5,5,158,21,Spain,0,1
12540.0,13309.039999999999,19,278,19,Spain,0,1
12541.0,981.18,3,46,29,Spain,1,1
12544.0,355.7,2,19,29,Spain,1,1
12545.0,1000.39,2,42,74,Spain,1,0
12546.0,1141.5,3,59,46,Spain,1,0
12547.0,207.79999999999998,2,7,197,Spain,1,0
12548.0,95.19999999999999,1,5,165,Spain,1,0
12550.0,964.83,1,57,78,Spain,1,0
12551.0,168.0,1,10,357,Spain,1,0
12552.0,437.82,2,20,38,Italy,1,0
12553.0,3652.25,14,95,7,France,0,1
12556.0,603.71,2,100,49,Spain,1,0
12557.0,11990.960000000001,5,15,15,Spain,0,1
12558.0,1.0658141036401503e-14,2,11,1,USA,1,1
12559.0,536.21,3,21,310,Germany,1,0
12560.0,2101.39,4,92,4,Germany,0,1
12561.0,238.85,1,16,302,Germany,1,0
12562.0,3781.7400000000002,7,99,7,France,0,1
12564.0,456.9,1,21,260,France,1,0
12565.0,131.17,2,9,281,Saudi Arabia,1,0
12566.0,346.7,2,19,72,Germany,1,0
12567.0,9114.94,11,323,22,France,0,1
12569.0,4064.9900000000002,35,92,1,Germany,0,1
12571.0,519.61,2,31,39,France,1,0
12572.0,1004.72,3,53,8,Germany,1,1
12573.0,160.54000000000002,1,26,226,France,1,0
12574.0,218.45,1,11,315,France,1,0
12576.0,1306.98,6,72,35,Poland,0,1
12577.0,595.4,4,137,34,France,0,1
12578.0,2753.36,4,112,20,Italy,0,1
12579.0,410.72,3,29,72,France,1,0
12580.0,415.7,1,24,246,Germany,1,0
12581.0,197.71,1,15,39,Germany,1,0
12582.0,511.36,2,21,238,Finland,1,0
12583.0,7187.34,18,115,2,France,0,1
12584.0,1893.95,18,44,3,Italy,0,1
12585.0,1982.81,4,77,233,Germany,0,0
12586.0,179.94000000000003,2,12,16,Italy,1,1
12587.0,144.0,1,4,7,Finland,1,1
12588.0,214.89999999999998,1,10,38,Finland,1,0
12589.0,646.68,2,29,28,France,1,1
12590.0,9861.38,3,68,189,Germany,1,0
12591.0,452.84999999999997,1,26,316,Italy,1,0
12592.0,437.6,2,11,91,Germany,1,0
12593.0,418.09999999999997,3,14,108,France,1,0
12594.0,3320.2200000000003,11,50,37,Italy,0,1
12596.0,618.27,2,25,50,Spain,1,0
12597.0,3683.13,5,184,18,Spain,0,1
12598.0,3002.68,9,84,9,France,0,1
12599.0,1032.58,7,32,28,France,0,1
12600.0,2581.04,11,32,28,Germany,0,1
12601.0,569.5600000000001,6,21,189,Germany,0,0
12602.0,153.12,1,12,58,France,1,0
12603.0,739.1999999999999,1,3,21,Germany,1,1
12604.0,254.18,2,15,78,France,1,0
12605.0,-7.5,1,3,364,Germany,1,0
12607.0,3.552713678800501e-15,2,101,57,USA,1,0
12609.0,1126.85,3,57,77,Germany,1,0
12610.0,2057.99,7,85,22,Italy,0,1
12611.0,1193.32,1,65,51,Italy,1,0
12612.0,643.59,2,19,57,Germany,1,0
12613.0,3218.98,6,124,30,Germany,0,1
12614.0,315.6,1,20,277,Germany,1,0
12615.0,2291.19,4,82,1,France,0,1
12616.0,657.25,5,25,84,France,0,0
12617.0,355.53,1,39,28,France,1,1
12618.0,177.31,1,11,21,Italy,1,1
12619.0,3214.81,13,50,15,Germany,0,1
12620.0,1339.41,3,89,14,France,1,1
12621.0,13612.07,23,261,1,Germany,0,1
12622.0,180.1,1,11,231,Germany,1,0
12623.0,305.1,1,18,275,Germany,1,0
12624.0,641.13,2,36,105,France,1,0
12625.0,2614.32,3,74,211,Germany,1,0
12626.0,6388.35,13,232,22,Germany,0,1
12627.0,4478.53,7,162,10,Germany,0,1
12628.0,769.61,4,34,3,Germany,0,1
12630.0,1270.88,2,60,9,Finland,1,1
12631.0,640.5,1,31,56,Finland,1,0
12633.0,2140.63,5,73,58,Germany,0,0
12635.0,1689.18,2,96,89,Germany,1,0
12637.0,5953.25,10,205,66,France,0,0
12638.0,671.69,1,39,32,Sweden,1,1
12639.0,486.1,1,22,238,Sweden,1,0
12640.0,1174.58,3,47,23,France,1,1
12641.0,185.9,1,10,114,Sweden,1,0
12642.0,1013.26,3,39,24,Germany,1,1
12643.0,3344.64,6,11,127,France,0,0
12644.0,477.91,1,31,129,Germany,1,0
12645.0,1755.38,5,58,33,Germany,0,1
12646.0,1346.97,2,43,4,USA,1,1
12647.0,3669.92,13,79,21,Germany,0,1
12648.0,318.05,1,21,154,Germany,1,0
12649.0,603.71,4,30,106,Germany,0,0
12650.0,314.44,1,20,2,France,1,1
12651.0,114.0,1,9,334,France,1,0
12652.0,914.53,2,48,321,France,1,0
12653.0,2209.85,2,37,148,Israel,1,0
12654.0,601.98,5,31,10,Germany,0,1
12656.0,3982.72,8,89,16,France,0,1
12657.0,1152.06,5,35,10,France,0,1
12658.0,686.05,1,36,18,Germany,1,1
12659.0,91.68,1,5,29,France,1,1
12660.0,245.1,1,13,10,France,1,1
12662.0,3817.08,12,129,0,Germany,0,1
12664.0,4863.88,10,10,7,Finland,0,1
12665.0,61.75,2,3,324,Germany,1,0
12666.0,-227.44,1,2,358,Israel,1,0
12667.0,620.13,1,33,57,Finland,1,0
12668.0,3743.18,6,115,6,Germany,0,1
12669.0,1607.73,4,98,150,France,0,0
12670.0,2986.15,6,58,9,France,0,1
12672.0,225.89999999999998,1,10,329,France,1,0
12673.0,610.52,2,42,4,Germany,1,1
12674.0,1919.31,7,52,11,France,0,1
12676.0,1331.39,6,33,24,Sweden,0,1
12678.0,17588.26,13,105,41,France,0,0
12679.0,1058.67,9,45,51,France,0,0
12680.0,862.81,4,33,0,France,0,1
12681.0,13677.59,27,267,14,France,0,1
12682.0,12288.22,31,209,3,France,0,1
12683.0,8221.09,20,177,3,France,0,1
12684.0,2283.63,7,61,7,France,0,1
12685.0,2863.08,6,117,27,France,0,1
12686.0,89.14,1,7,371,France,1,0
12688.0,4873.8099999999995,1,171,113,Israel,1,0
12689.0,1247.61,2,57,25,France,1,1
12690.0,389.01,1,16,205,France,1,0
12691.0,1035.8,6,21,27,France,0,1
12693.0,830.96,6,35,120,Germany,0,0
12694.0,869.67,2,32,69,France,1,0
12695.0,582.1,4,23,6,France,0,1
12697.0,939.02,5,37,20,Sweden,0,1
12700.0,4867.99,6,193,7,France,0,1
12701.0,797.71,2,50,79,Germany,1,0
12702.0,219.0,1,12,19,Germany,1,1
12703.0,274.7,2,21,63,Germany,1,0
12704.0,2220.84,10,64,6,Finland,0,1
12705.0,6814.24,14,228,14,Germany,0,1
12707.0,603.42,1,33,291,France,1,0
12708.0,2616.32,16,86,29,Germany,0,1
12709.0,9294.1,26,103,2,Germany,0,1
12710.0,1130.57,4,75,96,Germany,0,0
12712.0,4241.63,17,59,22,Germany,0,1
12713.0,848.55,1,38,0,Germany,1,1
12714.0,4708.86,5,216,8,France,0,1
12715.0,353.86,1,20,105,Sweden,1,0
12716.0,1053.49,2,60,3,France,1,1
12717.0,980.98,3,49,150,Greece,1,0
12718.0,238.25,1,19,70,France,1,0
12719.0,608.1,3,34,4,France,1,1
12720.0,5713.28,29,211,2,Germany,0,1
12721.0,2628.98,7,134,31,France,0,1
12722.0,904.33,6,50,84,France,0,0
12723.0,725.07,5,53,3,France,0,1
12724.0,1031.41,4,47,4,France,0,1
12725.0,427.8,1,24,370,Italy,1,0
12726.0,2609.1,7,57,27,France,0,1
12727.0,3947.7,9,109,10,France,0,1
12728.0,836.33,4,38,70,France,0,0
12729.0,453.01,1,26,113,France,1,0
12731.0,18793.41,14,109,23,France,0,1
12732.0,236.26000000000002,1,12,179,France,1,0
12733.0,383.95,1,22,233,USA,1,0
12734.0,110.39999999999999,1,4,352,France,1,0
12735.0,779.5699999999999,2,38,314,France,1,0
12736.0,234.0,1,4,332,France,1,0
12738.0,155.35,1,11,371,Germany,1,0
12739.0,1013.04,2,38,77,United Arab Emirates,1,0
12740.0,427.6,1,27,63,France,1,0
12743.0,546.43,2,114,133,Unspecified,1,0
12744.0,9120.39,10,178,51,Singapore,0,0
12747.0,4196.01,11,42,1,United Kingdom,0,1
12748.0,29072.1,224,1769,0,United Kingdom,0,1
12749.0,3868.2,8,160,3,United Kingdom,0,1
12750.0,275.88,1,15,128,Poland,1,0
12752.0,4366.78,1,53,80,Norway,1,0
12753.0,21024.01,11,132,3,Japan,0,1
12754.0,2949.12,5,50,235,Japan,0,0
12755.0,2203.2,4,5,249,Japan,0,0
12756.0,112.07999999999998,1,4,86,Japan,1,0
12757.0,4227.7,19,237,15,Portugal,0,1
12758.0,2791.59,2,84,116,Portugal,1,0
12759.0,1531.44,3,81,51,Netherlands,1,0
12762.0,1898.52,2,62,7,Portugal,1,1
12763.0,494.08,2,16,137,Japan,1,0
12764.0,1693.88,1,45,316,Lebanon,1,0
12766.0,6989.63,7,205,3,Portugal,0,1
12769.0,1143.6,1,32,238,Brazil,1,0
12770.0,1351.45,1,12,210,Japan,1,0
12772.0,892.47,1,55,59,Portugal,1,0
12775.0,1351.24,6,47,16,Netherlands,0,1
12778.0,804.23,7,40,19,Netherlands,0,1
12779.0,3868.7,12,88,20,Poland,0,1
12781.0,707.72,5,25,20,Czech Republic,0,1
12782.0,2273.32,6,81,4,Portugal,0,1
12783.0,1603.87,8,76,1,Portugal,0,1
12784.0,574.42,2,54,8,Portugal,1,1
12785.0,305.71,2,14,2,Portugal,1,1
12787.0,463.66,3,17,9,Netherlands,1,1
12789.0,91.85,1,4,64,Netherlands,1,0
12790.0,324.92,1,21,191,Netherlands,1,0
12791.0,192.60000000000002,1,2,373,Netherlands,1,0
12792.0,400.53999999999996,1,25,256,Portugal,1,0
12793.0,545.48,2,21,334,Portugal,1,0
12794.0,860.41,2,43,52,Portugal,1,0
12795.0,430.48,1,14,18,Portugal,1,1
12797.0,194.18,3,13,359,Portugal,1,0
12798.0,6977.04,3,6,9,Japan,1,1
12802.0,412.58,2,25,183,Netherlands,1,0
12808.0,483.65000000000003,3,27,36,Portugal,1,1
12809.0,484.36,2,25,167,Portugal,1,0
12811.0,514.85,3,27,260,Portugal,1,0
12812.0,229.64000000000001,1,15,44,Japan,1,0
12814.0,125.92,1,2,101,Poland,1,0
12815.0,1063.46,2,38,147,Poland,1,0
12816.0,572.2,2,27,95,Poland,1,0
12817.0,166.04,1,4,280,Austria,1,0
12818.0,1517.88,2,14,177,Austria,1,0
12820.0,942.34,4,55,2,United Kingdom,0,1
12821.0,92.72,1,6,213,United Kingdom,1,0
12822.0,918.98,3,41,70,United Kingdom,1,0
12823.0,1759.5,5,1,74,United Kingdom,0,0
12824.0,397.12,1,25,59,United Kingdom,1,0
12826.0,1468.1200000000001,8,58,2,United Kingdom,0,1
12827.0,430.15000000000003,3,19,5,United Kingdom,1,1
12828.0,1018.71,6,46,2,United Kingdom,0,1
12829.0,253.05,3,9,321,United Kingdom,1,0
12830.0,6748.4,7,14,37,United Kingdom,0,1
12831.0,215.05,1,9,261,United Kingdom,1,0
12832.0,383.03,2,27,31,United Kingdom,1,1
12833.0,417.38,1,24,144,United Kingdom,1,0
12834.0,312.38,1,18,282,United Kingdom,1,0
12836.0,2612.86,4,148,58,United Kingdom,0,0
12837.0,134.1,1,12,172,United Kingdom,1,0
12838.0,683.13,2,115,33,United Kingdom,1,1
12839.0,5583.62,16,96,2,United Kingdom,0,1
12840.0,2714.27,6,67,143,United Kingdom,0,0
12841.0,3876.4,26,230,4,United Kingdom,0,1
12842.0,1118.99,2,34,69,United Kingdom,1,0
12843.0,1680.76,9,69,65,United Kingdom,0,0
12844.0,325.96000000000004,2,47,28,United Kingdom,1,1
12845.0,354.09,4,26,266,United Kingdom,0,0
12847.0,871.54,1,72,21,United Kingdom,1,1
12849.0,1050.8899999999999,2,47,30,United Kingdom,1,1
12851.0,135.18,1,43,96,United Kingdom,1,0
12852.0,299.75,2,17,289,United Kingdom,1,0
12853.0,1881.7,9,66,107,United Kingdom,0,0
12854.0,1289.15,5,97,78,United Kingdom,0,0
12855.0,38.1,1,3,372,United Kingdom,1,0
12856.0,2162.68,8,155,7,United Kingdom,0,1
12857.0,1106.4,2,37,210,United Kingdom,1,0
12863.0,504.2,2,5,51,United Kingdom,1,0
12864.0,147.12,1,3,137,United Kingdom,1,0
12865.0,1548.07,3,87,25,Austria,1,1
12866.0,559.12,1,26,282,Belgium,1,0
12867.0,3986.22,10,241,25,United Kingdom,0,1
12868.0,1607.0600000000002,6,72,185,United Kingdom,0,0
12870.0,-14.899999999999999,1,2,365,United Kingdom,1,0
12871.0,380.64,2,8,83,United Kingdom,1,0
12872.0,599.97,2,58,326,United Kingdom,1,0
12873.0,374.0,1,4,281,United Kingdom,1,0
12875.0,343.2300000000001,2,1,142,United Kingdom,1,0
12876.0,2218.02,2,67,57,Belgium,1,0
12877.0,1535.77,12,100,3,United Kingdom,0,1
12878.0,841.64,3,38,17,United Kingdom,1,1
12879.0,552.5699999999999,4,7,44,United Kingdom,0,0
12881.0,298.0,1,7,275,United Kingdom,1,0
12882.0,1463.04,2,12,8,United Kingdom,1,1
12883.0,703.47,4,39,24,United Kingdom,0,1
12884.0,309.05,1,7,87,United Kingdom,1,0
12885.0,1158.27,4,66,62,United Kingdom,0,0
12886.0,1351.09,3,75,67,United Kingdom,1,0
12888.0,313.77,4,4,213,United Kingdom,0,0
12890.0,380.46999999999997,1,78,23,United Kingdom,1,1
12891.0,331.0,3,2,185,United Kingdom,1,0
12893.0,188.14,1,27,30,United Kingdom,1,1
12895.0,347.3,3,22,41,United Kingdom,1,0
12897.0,216.5,2,3,204,United Kingdom,1,0
12901.0,16293.1,36,32,8,United Kingdom,0,1
12902.0,138.68,1,10,264,United Kingdom,1,0
12904.0,509.58,2,59,17,United Kingdom,1,1
12906.0,2919.81,5,55,11,United Kingdom,0,1
12908.0,246.0,4,2,58,United Kingdom,0,0
12909.0,2128.83,8,78,39,United Kingdom,0,0
12910.0,3075.04,8,48,22,United Kingdom,0,1
12912.0,1662.3,5,17,2,United Kingdom,0,1
12913.0,2483.63,5,37,4,United Kingdom,0,1
12915.0,363.65,2,19,148,United Kingdom,1,0
12916.0,2982.35,5,53,138,United Kingdom,0,0
12917.0,594.0,1,2,127,United Kingdom,1,0
12919.0,1301.44,8,34,7,United Kingdom,0,1
12920.0,164.23,1,27,16,United Kingdom,1,1
12921.0,16389.74,50,233,3,United Kingdom,0,1
12922.0,405.38,1,28,160,United Kingdom,1,0
12923.0,176.97,1,28,63,United Kingdom,1,0
12924.0,929.95,5,22,87,United Kingdom,0,0
12925.0,694.05,2,42,4,United Kingdom,1,1
12928.0,2062.7000000000003,5,59,34,United Kingdom,0,1
12929.0,105.1,2,8,121,United Kingdom,1,0
12930.0,409.9,4,20,77,United Kingdom,0,0
12931.0,33462.81,20,29,21,United Kingdom,0,1
12933.0,606.28,4,103,23,United Kingdom,0,1
12935.0,2156.45,8,80,1,United Kingdom,0,1
12936.0,1012.9,5,56,16,United Kingdom,0,1
12937.0,1504.27,4,81,14,United Kingdom,0,1
12938.0,114.14,1,9,25,United Kingdom,1,1
12939.0,11581.8,8,21,63,United Kingdom,0,0
12940.0,876.29,4,88,45,United Kingdom,0,0
12942.0,683.9,3,68,130,United Kingdom,1,0
12943.0,-3.75,1,1,300,United Kingdom,1,0
12944.0,604.51,2,29,35,United Kingdom,1,1
12945.0,462.95,1,23,287,United Kingdom,1,0
12947.0,1407.29,11,83,143,United Kingdom,0,0
12948.0,2053.7,8,82,15,United Kingdom,0,1
12949.0,4143.02,10,166,30,United Kingdom,0,1
12950.0,1843.0,3,13,1,United Kingdom,1,1
12951.0,1042.07,8,54,8,United Kingdom,0,1
12952.0,1382.8400000000001,5,64,5,United Kingdom,0,1
12953.0,329.85,1,17,9,United Kingdom,1,1
12955.0,4734.26,14,81,0,United Kingdom,0,1
12956.0,108.07,1,19,305,United Kingdom,1,0
12957.0,3979.04,12,208,3,United Kingdom,0,1
12962.0,266.39,2,15,6,United Kingdom,1,1
12963.0,1841.03,9,76,7,United Kingdom,0,1
12965.0,771.91,1,108,88,United Kingdom,1,0
12966.0,160.18,1,10,9,United Kingdom,1,1
12967.0,1194.75,4,21,2,United Kingdom,0,1
12968.0,135.95,1,5,111,United Kingdom,1,0
12970.0,452.24,4,116,6,United Kingdom,0,1
12971.0,10930.26,89,95,3,United Kingdom,0,1
12974.0,144.8,1,8,197,United Kingdom,1,0
12976.0,738.6,1,22,211,United Kingdom,1,0
12977.0,39.239999999999995,1,9,155,United Kingdom,1,0
12980.0,7092.06,12,6,155,United Kingdom,0,0
12981.0,372.21999999999997,2,12,29,United Kingdom,1,1
12982.0,377.2,2,28,239,United Kingdom,1,0
12984.0,97.5,1,4,18,United Kingdom,1,1
12985.0,1215.6200000000001,3,73,0,United Kingdom,1,1
12987.0,545.0,3,27,73,United Kingdom,1,0
12988.0,535.32,1,75,291,United Kingdom,1,0
12989.0,6854.51,19,41,2,United Kingdom,0,1
12990.0,409.5,3,8,30,United Kingdom,1,1
12991.0,503.76,2,31,22,United Kingdom,1,1
12993.0,414.76,4,26,22,United Kingdom,0,1
12994.0,902.22,5,52,3,United Kingdom,0,1
12995.0,200.72,2,3,77,United Kingdom,1,0
12997.0,1197.94,7,45,21,United Kingdom,0,1
12999.0,455.88,3,25,195,United Kingdom,1,0
13000.0,534.85,3,30,106,United Kingdom,1,0
13001.0,9797.92,15,166,3,United Kingdom,0,1
13002.0,120.94999999999999,1,7,317,United Kingdom,1,0
13003.0,149.05,3,4,105,United Kingdom,1,0
13004.0,5613.43,22,277,11,United Kingdom,0,1
13005.0,468.95,3,21,173,United Kingdom,1,0
13006.0,81.57,1,4,55,United Kingdom,1,0
13008.0,178.46999999999997,2,15,322,United Kingdom,1,0
13011.0,50.550000000000004,1,3,371,United Kingdom,1,0
13012.0,1311.6200000000001,11,68,8,United Kingdom,0,1
13013.0,4786.99,15,155,0,United Kingdom,0,1
13014.0,3365.43,16,67,2,United Kingdom,0,1
13015.0,3346.28,5,156,52,United Kingdom,0,0
13016.0,789.89,3,39,72,United Kingdom,1,0
13017.0,204.0,1,1,6,United Kingdom,1,1
13018.0,7272.75,29,313,15,United Kingdom,0,1
13021.0,2584.4,12,103,3,United Kingdom,0,1
13023.0,689.9,2,36,63,United Kingdom,1,0
13026.0,936.15,8,34,0,United Kingdom,0,1
13027.0,6912.0,6,6,113,United Kingdom,0,0
13028.0,659.68,3,40,22,United Kingdom,1,1
13029.0,1247.5,3,8,30,United Kingdom,1,1
13030.0,799.48,2,76,10,United Kingdom,1,1
13032.0,996.52,3,55,38,United Kingdom,1,0
13033.0,190.55,1,11,356,United Kingdom,1,0
13034.0,642.77,2,37,54,United Kingdom,1,0
13035.0,886.63,3,23,57,United Kingdom,1,0
13037.0,881.07,3,44,137,United Kingdom,1,0
13038.0,908.46,3,24,79,United Kingdom,1,0
13040.0,676.99,2,38,8,United Kingdom,1,1
13043.0,471.57,2,13,253,United Kingdom,1,0
13044.0,560.47,1,33,290,United Kingdom,1,0
13045.0,305.28000000000003,1,18,98,United Kingdom,1,0
13046.0,629.31,2,33,30,United Kingdom,1,1
13047.0,3079.1,18,106,31,United Kingdom,0,1
13048.0,1805.91,5,77,13,United Kingdom,0,1
13049.0,656.6800000000001,2,14,63,United Kingdom,1,0
13050.0,5684.61,28,246,8,United Kingdom,0,1
13052.0,348.15000000000003,1,18,211,United Kingdom,1,0
13055.0,1201.96,4,74,63,United Kingdom,0,0
13058.0,271.40000000000003,3,5,24,United Kingdom,1,1
13059.0,183.4,1,8,249,United Kingdom,1,0
13060.0,307.53,1,15,253,United Kingdom,1,0
13061.0,248.61,1,10,71,United Kingdom,1,0
13062.0,346.98,1,11,190,United Kingdom,1,0
13064.0,1119.49,4,51,12,United Kingdom,0,1
13065.0,205.86,1,14,372,United Kingdom,1,0
13066.0,430.9,3,48,23,United Kingdom,1,1
13067.0,115.46000000000001,1,14,81,United Kingdom,1,0
13068.0,344.0,2,1,9,United Kingdom,1,1
13069.0,3717.82,27,285,0,United Kingdom,0,1
13070.0,228.8,1,9,191,United Kingdom,1,0
13072.0,177.15,1,7,266,United Kingdom,1,0
